legacy_refn,category_hint,source_filename,source_size_bytes,kind,english,headword,target_storage_path_template
10185,sentence,"clean ,v.jpg",26016,jpg,(They) have to clean (up) the restaurant every night.,Devono pulire il ristorante ogni sera.,words/{word_uuid}/flashcard.jpg
10186,sentence,"clear ,light (colour) ,adj.jpg",15453,jpg,(I) like light colours.,Mi piacciono i colori chiari.,words/{word_uuid}/flashcard.jpg
10187,sentence,"client, customer (mf) ,n.jpg",26899,jpg,The customer is always right.,Il cliente ha sempre ragione.,words/{word_uuid}/flashcard.jpg
10188,sentence,"clock ,l (m).jpg",20566,jpg,(I) can`t sleep with the clock in the bedroom.,Non riesco a dormire con l‘orologio in camera.,words/{word_uuid}/flashcard.jpg
10189,sentence,"cloth, rag ,n.jpg",33418,jpg,Clean the table with the cloth.,Pulisci il tavolo con lo straccio.,words/{word_uuid}/flashcard.jpg
10190,sentence,"clothes ,npl.jpg",24479,jpg,How many clothes do (you) have?,Quanti vestiti hai?,words/{word_uuid}/flashcard.jpg
10191,sentence,"cloud ,la.jpg",15878,jpg,"Look at that cloud, it`s very funny.","Osserva quella nuvola, è molto buffa.",words/{word_uuid}/flashcard.jpg
10192,sentence,"cloudy ,adj.jpg",19763,jpg,Tomorrow we`ll have cloudy weather.,Domani avremo un tempo nuvoloso.,words/{word_uuid}/flashcard.jpg
10194,sentence,"coat ,il.jpg",19316,jpg,(I)`d like to buy a black coat.,Vorrei comprare un cappotto nero.,words/{word_uuid}/flashcard.jpg
10196,sentence,"coffee ,il.jpg",38176,jpg,In Italy the coffee is better than in Brazil.,In Italia il caffè è più buono che in Brasile.,words/{word_uuid}/flashcard.jpg
10197,sentence,"coin ,currency ,la.jpg",44273,jpg,(I)`m afraid (but) (I) have no coins.,Mi dispiace ma non ho monete.,words/{word_uuid}/flashcard.jpg
10198,sentence,"cold ,adj.jpg",10100,jpg,(I) can`t stand cold tea.,Non sopporto il thè freddo.,words/{word_uuid}/flashcard.jpg
10200,sentence,"comb ,il.jpg",9249,jpg,Where are the comb and the perfume?,Dove sono il pettine e il profumo?,words/{word_uuid}/flashcard.jpg
10202,sentence,"comfortable ,adj.jpg",17249,jpg,"(I)`m tired, this armchair is so comfortable.","Sono stanco, è così comoda questa poltrona.",words/{word_uuid}/flashcard.jpg
10203,sentence,"congratulations ,exc.jpg",27259,jpg,(I)`m engaged.- Congratulations!,Sono fidanzata (promessa sposa). - Congratulazioni!,words/{word_uuid}/flashcard.jpg
10204,sentence,"cool ,adj.jpg",23230,jpg,(I)`m under a tree because it`s cool there.,Sono sotto un albero perché c‘è fresco.,words/{word_uuid}/flashcard.jpg
10205,sentence,"corkscrew ,il.jpg",9501,jpg,(I) can`t uncork the wine. Can (you) give me the corkscrew?,Non riesco a stappare il vino. Mi dai il cavatappi?,words/{word_uuid}/flashcard.jpg
10207,sentence,"corner ,l (m).jpg",28002,jpg,The church is on the corner.,La chiesa è all‘angolo.,words/{word_uuid}/flashcard.jpg
10208,sentence,"correct ,adj.jpg",9161,jpg,The exercise (I) gave you yesterday is not correct.,L‘esercizio che ti ho dato ieri non è corretto.,words/{word_uuid}/flashcard.jpg
10209,sentence,"country ,il.jpg",15100,jpg,(I) live in a small village near Florence.,Abito in un piccolo paese vicino a Firenze.,words/{word_uuid}/flashcard.jpg
10210,sentence,"countryside ,la.jpg",22903,jpg,(I) live in (a) beautiful countryside.,Vivo in una bellissima campagna.,words/{word_uuid}/flashcard.jpg
10211,sentence,"couple ,la.jpg",25160,jpg,That couple has signed the divorce.,Quella coppia ha firmato il divorzio.,words/{word_uuid}/flashcard.jpg
10212,sentence,"cousin ,il.jpg",21586,jpg,The cousin is the son of the uncle.,Il cugino è il figlio dello zio.,words/{word_uuid}/flashcard.jpg
10214,sentence,"crazy (mad) ,adj.jpg",26067,jpg,Are (you) crazy? (I) (m) almost died of fear.,Sei matto? Sono quasi morto per la paura.,words/{word_uuid}/flashcard.jpg
10216,sentence,"crowd ,la.jpg",58229,jpg,(I) hate crowd(s).,Odio la folla.,words/{word_uuid}/flashcard.jpg
10217,sentence,"cucumber ,il.jpg",17458,jpg,Cucumber is an excellent beauty product.,Il cetriolo è un ottimo prodotto di bellezza.,words/{word_uuid}/flashcard.jpg
10218,sentence,"cup ,la.jpg",27567,jpg,My cup is red.,La mia tazza è rossa.,words/{word_uuid}/flashcard.jpg
10219,sentence,"cupboard ,l (m).jpg",26589,jpg,The clothes are in the cupboard.,I vestiti sono nell‘armadio.,words/{word_uuid}/flashcard.jpg
10222,sentence,"Customs ,la.jpg",18613,jpg,These goods can go through customs.,Queste merci possono passare dalla dogana.,words/{word_uuid}/flashcard.jpg
10226,sentence,"dark (obscure) ,adj.jpg",19355,jpg,It`s too dark to read.,È troppo buio per leggere.,words/{word_uuid}/flashcard.jpg
10227,sentence,"dark (tan) ,adj.swf",1260,swf,My best friend (m) is Italian and he has pretty dark skin.,Il mio migliore amico è italiano e ha la pelle abbastanza scura.,words/{word_uuid}/flashcard.png
10228,sentence,"date ,la.jpg",12667,jpg,"Please, write the date.",Per favore scriva la data.,words/{word_uuid}/flashcard.jpg
10229,sentence,"date of birth ,la.jpg",16254,jpg,"Please, write your date of birth.",Per favore scriva la sua data di nascita.,words/{word_uuid}/flashcard.jpg
10230,sentence,"daughter ,la.jpg",17160,jpg,(I) have no daughters.,Non ho figlie.,words/{word_uuid}/flashcard.jpg
10231,sentence,"day ,il.swf",4796,swf,Today is a very sunny day.,Oggi è un giorno molto soleggiato.,words/{word_uuid}/flashcard.png
10232,sentence,"death ,la.jpg",19299,jpg,Death is a bad thing.,La morte è una brutta cosa.,words/{word_uuid}/flashcard.jpg
10233,sentence,"December ,m.swf",11711,swf,(I) was born in December. (m),Sono nato a dicembre.,words/{word_uuid}/flashcard.png
10234,sentence,"degree ,il.jpg",23218,jpg,Water boils at a hundred degrees.,A cento gradi l‘acqua bolle.,words/{word_uuid}/flashcard.jpg
10235,sentence,"delay ,il.jpg",32713,jpg,The bus has a delay.,L‘autobus è (in) ritardo!,words/{word_uuid}/flashcard.jpg
10236,sentence,"delicious ,adj.jpg",16892,jpg,This cake is delicious.,Questa torta è deliziosa.,words/{word_uuid}/flashcard.jpg
10237,sentence,"delighted ,adj.jpg",21690,jpg,(I)`m delighted to help you.,Sono lieto di aiutarti.,words/{word_uuid}/flashcard.jpg
10238,sentence,"delivery ,la.jpg",8719,jpg,The delivery of the letter has been carried out.,La consegna della lettera è stata effettuata.,words/{word_uuid}/flashcard.jpg
10239,sentence,"departure ,la.jpg",32203,jpg,The departure is getting nearer and nearer!,La partenza è sempre più vicina!,words/{word_uuid}/flashcard.jpg
10240,sentence,"desire ,il.jpg",12282,jpg,Express (make) a wish.,Esprimi un desiderio.,words/{word_uuid}/flashcard.jpg
10241,sentence,"dessert ,il.jpg",25479,jpg,At the end of a meal (you) have to eat dessert.,Alla fine di un pasto si deve mangiare il dolce.,words/{word_uuid}/flashcard.jpg
10242,sentence,"dictionary ,il.jpg",22409,jpg,Even if (I) have the dictionary (I) can`t understand this homework.,Anche se ho il dizionario non riesco a capire questi compiti.,words/{word_uuid}/flashcard.jpg
10243,sentence,"difficult ,adj.jpg",29469,jpg,The problem the teacher (f) has given us is very difficult.,Il problema che ci ha dato la professoressa è molto difficile.,words/{word_uuid}/flashcard.jpg
10244,sentence,"dirty ,adj.jpg",20197,jpg,"Excuse me, could you change the glass (for me), please? It`s dirty.","Scusi, mi può cambiare il bicchiere, per favore? È sporco.",words/{word_uuid}/flashcard.jpg
10246,sentence,"discipline ,la.jpg",14405,jpg,This child (m) needs more discipline.,Questo bambino ha bisogno di più disciplina.,words/{word_uuid}/flashcard.jpg
10247,sentence,"disco ,la.jpg",25499,jpg,Do (you) want to come to the disco?,Vuoi venire in discoteca?,words/{word_uuid}/flashcard.jpg
10248,sentence,"discount ,il.jpg",10592,jpg,Are there any discounts for students?,Ci sono sconti per studenti?,words/{word_uuid}/flashcard.jpg
10249,sentence,"dish ,plate ,il.jpg",18371,jpg,In that restaurant (they) serve excellent dishes.,In quel ristorante servono piatti eccellenti.,words/{word_uuid}/flashcard.jpg
10250,sentence,"dishwasher ,la.jpg",30991,jpg,"There are too many plates in the sink, put them in the dishwasher.","Ci sono troppo piatti nel lavello, mettili nella lavastoviglie.",words/{word_uuid}/flashcard.jpg
10251,sentence,"district ,il.jpg",33914,jpg,In which district do (you) live?,In che distretto vivi?,words/{word_uuid}/flashcard.jpg
10255,sentence,"dog ,il.jpg",26676,jpg,The dog is man`s best friend.,Il cane è il miglior amico dell‘uomo.,words/{word_uuid}/flashcard.jpg
10256,sentence,"doll ,la.jpg",17671,jpg,When (I) was young (I) played with dolls.,Da piccola giocavo con le bambole.,words/{word_uuid}/flashcard.jpg
10258,sentence,"donkey ,l (m).jpg",47039,jpg,The donkey is the character in many tales.,L‘asino è il protagonista di molte fiabe.,words/{word_uuid}/flashcard.jpg
10259,sentence,"door ,la.jpg",16815,jpg,(I) (have) lost the keys to the door.,Ho perso le chiavi della porta.,words/{word_uuid}/flashcard.jpg
10260,sentence,"double bed ,il.jpg",28316,jpg,In a double bed there are two cushions.,In un letto matrimoniale ci sono due cuscini.,words/{word_uuid}/flashcard.jpg
10261,sentence,"drawer ,il.jpg",13944,jpg,The wardrobe has four drawers.,Il guardaroba ha quattro cassetti.,words/{word_uuid}/flashcard.jpg
10262,sentence,"dress ,il.jpg",12928,jpg,What dress are (you) wearing for the ceremony?,Che vestito ti metti per la cerimonia?,words/{word_uuid}/flashcard.jpg
10263,sentence,"dressing table ,la.jpg",17479,jpg,There is the dressing table.,Qui c‘è la toilette.,words/{word_uuid}/flashcard.jpg
10265,sentence,"driver (mf) ,n.jpg",35623,jpg,Some Italians are mad drivers.,Alcuni italiani sono dei guidatori spericolati.,words/{word_uuid}/flashcard.jpg
10268,sentence,"dry ,adj.jpg",52641,jpg,It hasn`t rained for a long time and the ground is dry.,Non piove da molto tempo e il terreno è secco.,words/{word_uuid}/flashcard.jpg
10269,sentence,"duck ,l (f).jpg",39034,jpg,My uncle loves stuffed duck.,A mio zio piace l‘anatra ripiena.,words/{word_uuid}/flashcard.jpg
10270,sentence,"during ,prep.jpg",8701,jpg,During the week (I) often go to see my grandmother.,Durante la settimana vado spesso da mia nonna.,words/{word_uuid}/flashcard.jpg
10273,sentence,"ear ,l (m).jpg",14522,jpg,My ear hurts me.,Mi fa male un orecchio.,words/{word_uuid}/flashcard.jpg
10275,sentence,"easy ,adj.jpg",29219,jpg,The translation of these sentences is very easy.,La traduzione di queste frasi è molto facile.,words/{word_uuid}/flashcard.jpg
10276,sentence,"education ,l (f).jpg",29462,jpg,(She) received a good education.,Ha ricevuto una buona educazione.,words/{word_uuid}/flashcard.jpg
10277,sentence,"effort, stress ,n.jpg",17706,jpg,"If (you) want to succeed, (you) must make an effort.","Se vuoi riuscirci, devi fare uno sforzo.",words/{word_uuid}/flashcard.jpg
10278,sentence,"egg ,l (m).jpg",25478,jpg,"Add onion, garlic, three carrots and some corn to the eggs.","Aggiungi alle uova cipolla, aglio, tre carote e un po‘ di granturco.",words/{word_uuid}/flashcard.jpg
10279,sentence,"eight ,num.swf",1460,swf,Four plus four is eight.,Quattro più quattro fa otto.,words/{word_uuid}/flashcard.png
10280,sentence,"eighteen ,num.swf",594,swf,At eighteen years old in Italy it`s possible to get a driving licence.,A diciotto anni in Italia si può prendere la patente.,words/{word_uuid}/flashcard.png
10282,sentence,"eighty ,num.swf",442,swf,Add two hundred grams of sugar and eighty of yeast.,Aggiungi duecento grammi di zucchero e ottanta di lievito.,words/{word_uuid}/flashcard.png
10283,sentence,"either of them ,conj.jpg",51738,jpg,(You) can`t buy two books. Choose either of them (one or the other).,Non puoi comprare due libri. Scegli o l‘uno o l‘altro.,words/{word_uuid}/flashcard.jpg
10284,sentence,"razor ,il.jpg",17910,jpg,Sharpen the razor.,Affila il rasoio.,words/{word_uuid}/flashcard.jpg
10285,sentence,"electrical appliance ,l (m).jpg",36988,jpg,(We) have lots of electrical appliances.,Abbiamo molti elettrodomestici.,words/{word_uuid}/flashcard.jpg
10286,sentence,"electricity ,l (f).jpg",16279,jpg,Is the electricity included in the bills?,L‘elettricità è compresa nelle bollette?,words/{word_uuid}/flashcard.jpg
10287,sentence,"eleven ,num.swf",818,swf,Eleven plus nine is twenty.,Undici più nove fa venti.,words/{word_uuid}/flashcard.png
10288,sentence,"embrace ,hug ,l (m).jpg",16576,jpg,(I) hate hugs.,Odio gli abbracci.,words/{word_uuid}/flashcard.jpg
10289,sentence,"end ,la.jpg",14874,jpg,(I) don`t want to hear the end of the story.,Non voglio sentire la fine della storia.,words/{word_uuid}/flashcard.jpg
10291,sentence,"engine ,il.jpg",25049,jpg,Your car has a very strong engine.,La tua macchina ha un motore molto potente.,words/{word_uuid}/flashcard.jpg
10292,sentence,"enjoy your meal ,exc.jpg",17628,jpg,Here`s the spaghetti. Enjoy your meal!,Ecco gli spaghetti. Buon appetito!,words/{word_uuid}/flashcard.jpg
10293,sentence,"enough ,adj.jpg",22888,jpg,(You) haven`t studied enough.,Non hai studiato abbastanza.,words/{word_uuid}/flashcard.jpg
10294,sentence,"entrance ,l (f).jpg",20173,jpg,Where is the main entrance?,Dov‘è l‘entrata principale?,words/{word_uuid}/flashcard.jpg
10297,sentence,"even ,included ,adj.jpg",25891,jpg,Are the bills included in the amount?,Le bollette sono incluse nella cifra?,words/{word_uuid}/flashcard.jpg
10298,sentence,"evening meal ,la.jpg",21544,jpg,What do (you) prefer for your evening meal?,Cosa preferisci per cena?,words/{word_uuid}/flashcard.jpg
10300,sentence,"everywhere ,adv.jpg",36835,jpg,(I) found chaos everywhere.,Ho trovato caos dappertutto.,words/{word_uuid}/flashcard.jpg
10301,sentence,"exact ,exactly ,adj.jpg",14313,jpg,Which is the exact price?,Qual è il prezzo esatto?,words/{word_uuid}/flashcard.jpg
10303,sentence,"example ,l (m).jpg",27380,jpg,Can (you) give me an example of a monosyllabic word?,Mi puoi fare un esempio di una parola monosillaba?,words/{word_uuid}/flashcard.jpg
10305,sentence,"excited ,adj.jpg",19488,jpg,(I)`m (f) so excited about the idea of the trip/travel.,Sono così eccitata all‘idea del viaggio.,words/{word_uuid}/flashcard.jpg
10306,sentence,"exit ,l (f).JPG",27727,jpg,Where is the exit?,Dove è l‘uscita?,words/{word_uuid}/flashcard.jpg
10307,sentence,"expense ,n.jpg",8239,jpg,(We) have to control the (business) expenses.,Dobbiamo contenere le spese.,words/{word_uuid}/flashcard.jpg
10308,sentence,"expensive (costly) ,adj.jpg",15110,jpg,"This basket is too expensive (co..), we can`t buy it.","Questo cestino è troppo costoso, non lo possiamo comprare.",words/{word_uuid}/flashcard.jpg
10311,sentence,"face ,la.jpg",17744,jpg,(You) have a very pale face.,Hai una faccia molto pallida.,words/{word_uuid}/flashcard.jpg
10314,sentence,"family ,la.jpg",14545,jpg,(He) has a beautiful family.,Ha una bella famiglia.,words/{word_uuid}/flashcard.jpg
10315,sentence,"famous ,adj.jpg",34145,jpg,(He)`s a famous player.,È un giocatore famoso.,words/{word_uuid}/flashcard.jpg
10316,sentence,"fantastic ,adj.jpg",21790,jpg,It`s really fantastic to spend a happy evening with friends.,È veramente fantastico passare una serata allegra con gli amici.,words/{word_uuid}/flashcard.jpg
10317,sentence,"far away ,prep.jpg",16953,jpg,Where`s the station? - It`s far away.,Dov‘è la stazione? - È lontana.,words/{word_uuid}/flashcard.jpg
10318,sentence,"fare ,la.jpg",31905,jpg,Can (you) suggest a favourable telephone rate for me?,Mi consigli una tariffa telefonica vantaggiosa?,words/{word_uuid}/flashcard.jpg
10319,sentence,"farm ,la.jpg",29362,jpg,"In the countryside there are farms, gardens with flowers and lakes.","In campagna ci sono fattorie, giardini con fiori e laghi.",words/{word_uuid}/flashcard.jpg
10320,sentence,"fat ,adj.jpg",18725,jpg,That cat is fat but intelligent.,Quel gatto è grasso ma intelligente.,words/{word_uuid}/flashcard.jpg
10321,sentence,"father ,il.jpg",21965,jpg,What`s your father`s name? (inf.sing),Come si chiama tuo padre?,words/{word_uuid}/flashcard.jpg
10322,sentence,"favour ,il.jpg",15440,jpg,Can you do me a favour?,Mi puoi fare un favore?,words/{word_uuid}/flashcard.jpg
10325,sentence,"February ,m.swf",5284,swf,In February (we)`re going to go skiing.,A febbraio andremo a sciare.,words/{word_uuid}/flashcard.png
10326,sentence,"feeling ,il.jpg",11087,jpg,Friendship is an important feeling.,L‘amicizia è un sentimento importante.,words/{word_uuid}/flashcard.jpg
10327,sentence,"fence ,il.jpg",11290,jpg,Today the goat has jumped over the fence.,Oggi la capra ha saltato il recinto.,words/{word_uuid}/flashcard.jpg
10328,sentence,"fifteen ,num.swf",1031,swf,My brother is fifteen (years).,Mio fratello ha quindici anni.,words/{word_uuid}/flashcard.png
10330,sentence,"fifty ,num.jpg",37339,jpg,Fifty multiplied by ten is five hundred.,Cinquanta per dieci fa cinquecento.,words/{word_uuid}/flashcard.jpg
10331,sentence,"fight ,la.jpg",21592,jpg,The fight against smoking is important.,La lotta contro il fumo è importante.,words/{word_uuid}/flashcard.jpg
10333,sentence,"final ,adj.jpg",19544,jpg,During the final match Italy scored three goals.,Durante la partita finale l‘Italia ha fatto tre gol.,words/{word_uuid}/flashcard.jpg
10334,sentence,"finger ,il.jpg",12070,jpg,On a hand there are five fingers.,In una mano ci sono cinque dita.,words/{word_uuid}/flashcard.jpg
10335,sentence,"fire ,il.jpg",24110,jpg,"It`s cold, light the fire.","È freddo, accendi il fuoco.",words/{word_uuid}/flashcard.jpg
10337,sentence,"fish ,il.jpg",11145,jpg,(I) hate eating fish.,Odio mangiare il pesce.,words/{word_uuid}/flashcard.jpg
10338,sentence,"beef ,il.jpg",17646,jpg,How many slices of beef do (you) want?,Quante fette di manzo vuoi?,words/{word_uuid}/flashcard.jpg
10339,sentence,"five ,num.swf",1696,swf,My sister is five years old and my brother is nineteen.,Mia sorella ha cinque anni e mio fratello diciannove.,words/{word_uuid}/flashcard.png
10341,sentence,"flavour ,il.jpg",23084,jpg,This rice has a good flavour.,Questo riso ha un buon sapore.,words/{word_uuid}/flashcard.jpg
10343,sentence,"flu ,l (f).jpg",16023,jpg,(I) have swine flu.,Ho l‘influenza suina.,words/{word_uuid}/flashcard.jpg
10344,sentence,"fly ,la.jpg",14936,jpg,The fly and the mosquito are very bothersome insects.,La mosca e la zanzara sono insetti molto fastidiosi.,words/{word_uuid}/flashcard.jpg
10345,sentence,"fog ,la.jpg",17147,jpg,When (you) are driving pay attention to the fog.,Quando guidi fai attenzione alla nebbia.,words/{word_uuid}/flashcard.jpg
10347,sentence,"foot ,il.jpg",11670,jpg,On a foot there are five toes.,In un piede ci sono cinque dita.,words/{word_uuid}/flashcard.jpg
10349,sentence,"footballer ,il.jpg",38254,jpg,The most famous footballer is Maradona.,Il giocatore di calcio più famoso è Maradona.,words/{word_uuid}/flashcard.jpg
10351,sentence,"fork ,la.jpg",8116,jpg,This fork is dirty.,Questa forchetta è sporca.,words/{word_uuid}/flashcard.jpg
10352,sentence,"form ,il.jpg",28639,jpg,"Please, fill in the proper form.","Per favore, compili il modulo appropriato.",words/{word_uuid}/flashcard.jpg
10353,sentence,"fortunate ,adj.jpg",29294,jpg,(I)`m fortunate to have such nice neighbours.,Sono fortunato ad avere dei vicini così gentili.,words/{word_uuid}/flashcard.jpg
10354,sentence,"forty ,num.swf",278,swf,My favourite number is forty.,Il mio numero preferito è il quaranta.,words/{word_uuid}/flashcard.png
10356,sentence,"fourteen ,num.swf",807,swf,Fourteen minus one is thirteen.,Quattordici meno uno fa tredici.,words/{word_uuid}/flashcard.png
10358,sentence,"free ,adj.swf",22956,swf,Looking at the goods in the market is free.,Guardare le merci al mercato è gratuito.,words/{word_uuid}/flashcard.png
10359,sentence,"freedom ,liberty ,la.jpg",26973,jpg,Freedom is the most important thing for a man.,La libertà è la cosa più importante per un uomo.,words/{word_uuid}/flashcard.jpg
10360,sentence,"freezer ,il.jpg",22824,jpg,Put the meat in the freezer.,Metti la carne nel congelatore.,words/{word_uuid}/flashcard.jpg
10361,sentence,"Friday ,m.swf",2129,swf,For most people the last working day is Friday.,Per la maggior parte delle persone l‘ultimo giorno lavorativo è il venerdì.,words/{word_uuid}/flashcard.png
10362,sentence,"fried ,adj.jpg",41283,jpg,(I) ate fried ice cream at the Chinese restaurant.,Al ristorante cinese ho mangiato il gelato fritto.,words/{word_uuid}/flashcard.jpg
10366,sentence,"from ,of ,prep.jpg",18354,jpg,Where are (you) from?,Da dove vieni?,words/{word_uuid}/flashcard.jpg
10367,sentence,"front, previous ,n.jpg",22783,jpg,The front part of the bus was damaged in the accident.,La parte anteriore dell‘autobus è stata danneggiata nell‘incidente.,words/{word_uuid}/flashcard.jpg
10368,sentence,"frost ,il.jpg",20103,jpg,The frost will arrive with the winter.,Con l‘inverno arriverà il gelo.,words/{word_uuid}/flashcard.jpg
10369,sentence,"fruit ,il.jpg",41557,jpg,The banana is the fruit of the banana tree.,La banana è il frutto del banano.,words/{word_uuid}/flashcard.jpg
10370,sentence,"frying pan ,la.jpg",37138,jpg,One needs a frying pan for chips.,Ci serve una padella per le patatine fritte.,words/{word_uuid}/flashcard.jpg
10371,sentence,"full ,adj.jpg",9494,jpg,The bus is full.,L‘autobus è pieno.,words/{word_uuid}/flashcard.jpg
10372,sentence,"funny ,adj.jpg",27807,jpg,That joke (you) told me yesterday was really funny.,La barzelletta che mi hai raccontato ieri era proprio buffa.,words/{word_uuid}/flashcard.jpg
10373,sentence,"furious ,adj.jpg",14444,jpg,When (I) talk to him about my problem (he) gets furious.,Quando gli parlo del mio problema diventa furioso.,words/{word_uuid}/flashcard.jpg
10374,sentence,"furniture ,npl.jpg",31728,jpg,Is there furniture in the flat?,Ci sono mobili nell‘appartamento?,words/{word_uuid}/flashcard.jpg
10376,sentence,"garage ,il.jpg",55397,jpg,The car is in the garage.,La macchina è in garage.,words/{word_uuid}/flashcard.jpg
10377,sentence,"garden ,il.jpg",40028,jpg,Your house has a beautiful garden.,La tua casa ha un bellismo giardino.,words/{word_uuid}/flashcard.jpg
10378,sentence,"garlic ,l (m).jpg",33710,jpg,Please do not put too much garlic in the sauce.,Per favore non mettere troppo aglio nel sugo.,words/{word_uuid}/flashcard.jpg
10379,sentence,"gas ,n.jpg",32626,jpg,Have (you) switched off the gas?,Hai chiuso il gas?,words/{word_uuid}/flashcard.jpg
10380,sentence,"gas station ,il.jpg",32215,jpg,Do (you) see that gas station? Let`s stop there!,Vedi quel distributore di benzina? Fermiamoci là!,words/{word_uuid}/flashcard.jpg
10382,sentence,"girlfriend ,la.jpg",16013,jpg,What a beautiful girl.,Che bella ragazza.,words/{word_uuid}/flashcard.jpg
10383,sentence,"glass (drinking) ,il.jpg",34470,jpg,(Could you) pass me the (drinking) glass?,Mi passi il bicchiere?,words/{word_uuid}/flashcard.jpg
10384,sentence,"glass (with stem) ,il.jpg",37334,jpg,Do (you) have glasses with stem?,Hai bicchieri da vino?,words/{word_uuid}/flashcard.jpg
10385,sentence,"glasses ,gli.jpg",10709,jpg,Take off the glasses. It`s raining!,Togliti gli occhiali. Piove!,words/{word_uuid}/flashcard.jpg
10387,sentence,"goat ,la.jpg",30555,jpg,That goat has ruined all my flowers.,Quella capra ha rovinato tutti i miei fiori.,words/{word_uuid}/flashcard.jpg
10388,sentence,"good ,adj.jpg",38768,jpg,This cake is very good.,Questa torta è molto buona.,words/{word_uuid}/flashcard.jpg
10389,sentence,"good morninggood afternoon ,exc.jpg",39572,jpg,"Good morning, how are you? (formal)","Buon giorno, come sta? 
<Page Break>Buongiorno, come sta?",words/{word_uuid}/flashcard.jpg
10390,sentence,"good night ,exc.jpg",27688,jpg,"It`s late, (I) am going to bed. Good night!","É tardi, vado a letto. Buona notte!",words/{word_uuid}/flashcard.jpg
10391,sentence,"good luck ,exc.jpg",7411,jpg,Today (I) have an exam.  - Good luck!,Oggi ho un esame. - Buona fortuna!,words/{word_uuid}/flashcard.jpg
10392,sentence,"good evening ,exc.jpg",4734,jpg,"As soon as (you) arrive (you) have to say ""good evening!"" (inf)",Appena arrivi devi dire ¨buona sera¨.,words/{word_uuid}/flashcard.jpg
10393,sentence,"goodbye ,exc.jpg",33838,jpg,"Saying ""goodbye"" is always sad.",Dire ¨arrivederci¨ è sempre triste.,words/{word_uuid}/flashcard.jpg
10395,sentence,"grandmother ,la.jpg",22567,jpg,My grandmother is seventy-two years old.,Mia nonna ha settantadue anni.,words/{word_uuid}/flashcard.jpg
10396,sentence,"grape ,l (f).jpg",64467,jpg,From grapes (they) produce wine.,Con l‘uva si produce il vino.,words/{word_uuid}/flashcard.jpg
10397,sentence,"grass ,l (f).jpg",21496,jpg,The sky is always blue and the grass is always green in the countryside.,In campagna il cielo è sempre blu e l‘erba è sempre verde.,words/{word_uuid}/flashcard.jpg
10398,sentence,"green ,adj.swf",1354,swf,The peaches are still green.,Le pesche sono ancora verdi.,words/{word_uuid}/flashcard.png
10399,sentence,"grey ,adj.swf",971,swf,In Italy everyone thinks that in London the sky is always grey.,In Italia tutti pensano che a Londra il cielo è sempre grigio.,words/{word_uuid}/flashcard.png
10400,sentence,"guest, host (mf) ,n.jpg",19566,jpg,That guest is very kind.,Quell‘ospite è proprio gentile.,words/{word_uuid}/flashcard.jpg
10401,sentence,"guide (person) ,la.jpg",18645,jpg,Our guide will show us the Dome.,La nostra guida ci mostrerà il Duomo.,words/{word_uuid}/flashcard.jpg
10403,sentence,"half ,adj.jpg",20307,jpg,Do (you) want half (an) apple?,Vuoi metà mela?,words/{word_uuid}/flashcard.jpg
10404,sentence,"ham ,il.jpg",18446,jpg,Can (I) have a sandwich with ham and a pineapple juice?,Posso avere un panino con il prosciutto e un succo d‘ananas?,words/{word_uuid}/flashcard.jpg
10405,sentence,"hamburger ,l (m).jpg",22152,jpg,(I) always eat hamburger(s) at McDonald`s.,Al McDonald‘s mangio sempre l‘hamburger.,words/{word_uuid}/flashcard.jpg
10407,sentence,"handsome ,pretty ,adj.jpg",21144,jpg,That boy is very handsome.,Quel ragazzo è proprio bello.,words/{word_uuid}/flashcard.jpg
10408,sentence,"happy ,adj.jpg",18348,jpg,(I)`m happy because (I)`ve bought a new car.,Sono felice perché ho comprato una nuova auto.,words/{word_uuid}/flashcard.jpg
10409,sentence,"happy (content) ,adj.jpg",11656,jpg,Today (I)`m (m) happy because (I) have passed the exam. (co..),Oggi sono contento perché ho superato l‘esame.,words/{word_uuid}/flashcard.jpg
10410,sentence,"hard ,adj.jpg",9562,jpg,Do (you) prefer a hard or soft pillow? (informal),Preferisci il cuscino duro o morbido?,words/{word_uuid}/flashcard.jpg
10411,sentence,"haste ,la.jpg",14575,jpg,(You) don`t have to hurry (have haste).,Non devi avere fretta.,words/{word_uuid}/flashcard.jpg
10413,sentence,"he ,prn.jpg",13591,jpg,He is my brother.,Lui è mio fratello.,words/{word_uuid}/flashcard.jpg
10416,sentence,"heart ,il.jpg",14316,jpg,My heart beats very hard.,Mi batte forte il cuore.,words/{word_uuid}/flashcard.jpg
10417,sentence,"heat ,il.jpg",16943,jpg,The heat of the oven has cooked the cake.,Il calore del forno ha cotto la torta.,words/{word_uuid}/flashcard.jpg
10419,sentence,"help (assistance) ,l (m).jpg",8540,jpg,Call me if you need help.,Chiamami se hai bisogno di aiuto.,words/{word_uuid}/flashcard.jpg
10420,sentence,"help (emergency) ,exc.jpg",16682,jpg,Help! (I)`m drowning!,Aiuto! Sto affogando!,words/{word_uuid}/flashcard.jpg
10421,sentence,"hen ,la.jpg",13684,jpg,Today my grandmother`s hen has laid a lot of eggs.,Oggi la gallina di mia nonna ha deposto molte uova.,words/{word_uuid}/flashcard.jpg
